Date,Hour,EGS Energy (MWh),Default Energy (MWh), Total Energy (MWh)
3/23/09,2,2.23089,1226.06192,1228.29281
3/23/09,3,2.18629,1267.29668,1269.48297
3/23/09,4,2.18348,1273.85183,1276.03531
3/23/09,5,2.28708,1327.40877,1329.69585
3/23/09,6,2.59452,1483.01946,1485.61398
3/23/09,7,3.17604,1882.40416,1885.5802
3/23/09,8,3.36582,2028.68117,2032.04699
3/23/09,9,3.03155,1831.86274,1834.89429
3/23/09,10,2.87092,1732.96831,1735.83923
3/23/09,11,2.77891,1649.78331,1652.56222
3/23/09,12,2.6939,1574.66582,1577.35972
3/23/09,13,2.65927,1515.17838,1517.83765
3/23/09,14,2.55019,1467.14984,1469.70003
3/23/09,15,2.52571,1435.10829,1437.634
3/23/09,16,2.61053,1502.64462,1505.25515
3/23/09,17,2.88702,1646.64257,1649.52959
3/23/09,18,3.30544,1806.6615,1809.96694
3/23/09,19,3.56673,1958.74981,1962.31654
3/23/09,20,3.90603,2212.83383,2216.73986
3/23/09,21,4.13914,2337.04622,2341.18536
3/23/09,22,3.9756,2216.07144,2220.04704
3/23/09,23,3.51293,1967.44954,1970.96247
3/23/09,24,3.05382,1777.55538,1780.6092
3/24/09,1,2.66429,1562.44311,1565.1074
3/24/09,2,2.51527,1475.3617,1477.87697
3/24/09,3,2.41075,1431.9995,1434.41025
3/24/09,4,2.39595,1449.44239,1451.83834
3/24/09,5,2.47802,1574.44612,1576.92414
3/24/09,6,2.78964,1701.77125,1704.56089
3/24/09,7,3.37327,2020.26269,2023.63596
3/24/09,8,3.52698,2160.95074,2164.47772
3/24/09,9,3.25396,1927.83052,1931.08448
3/24/09,10,2.87611,1757.56039,1760.4365
3/24/09,11,2.81528,1642.58014,1645.39542
3/24/09,12,2.68437,1559.73211,1562.41648
3/24/09,13,2.53149,1468.39644,1470.92793
3/24/09,14,2.45819,1450.68455,1453.14274
3/24/09,15,2.37605,1392.59686,1394.97291
3/24/09,16,2.50254,1358.59234,1361.09488
3/24/09,17,2.77479,1527.33541,1530.1102
3/24/09,18,3.23458,1750.44873,1753.68331
3/24/09,19,3.30624,1811.12658,1814.43282
3/24/09,20,3.77649,2080.93316,2084.70965
3/24/09,21,3.88481,2153.67489,2157.5597
3/24/09,22,3.83373,2113.09177,2116.9255
3/24/09,23,3.36707,1865.02949,1868.39656
3/24/09,24,2.90907,1675.2927,1678.20177
3/25/09,1,2.45757,1438.47444,1440.93201
3/25/09,2,2.38915,1436.10128,1438.49043
3/25/09,3,2.29756,1326.86157,1329.15913
3/25/09,4,2.30453,1371.54837,1373.8529
3/25/09,5,2.33081,1433.41653,1435.74734
3/25/09,6,2.57676,1486.14647,1488.72323
3/25/09,7,3.14531,1910.55416,1913.69947
3/25/09,8,3.33001,2037.31648,2040.64649
3/25/09,9,2.99312,1859.27581,1862.26893
3/25/09,10,2.69648,1640.37944,1643.07592
3/25/09,11,2.54745,1514.27069,1516.81814
3/25/09,12,2.44943,1383.63079,1386.08022
3/25/09,13,2.38725,1344.03803,1346.42528
3/25/09,14,2.30673,1270.59976,1272.90649
3/25/09,15,2.21247,1215.37004,1217.58251
3/25/09,16,2.30002,1246.05059,1248.35061
3/25/09,17,2.5928,1387.94785,1390.54065
3/25/09,18,2.97868,1579.71524,1582.69392
3/25/09,19,3.37316,1811.22547,1814.59863
3/25/09,20,3.59458,1961.89572,1965.4903
3/25/09,21,3.64851,2022.7244,2026.37291
3/25/09,22,3.58146,1975.08856,1978.67002
3/25/09,23,3.18457,1762.52407,1765.70864
3/25/09,24,2.69098,1501.64717,1504.33815
3/26/09,1,2.2892,1277.78985,1280.07905
3/26/09,2,2.07874,1157.15058,1159.22932
3/26/09,3,1.94439,1093.4253,1095.36969
3/26/09,4,1.95463,1116.45727,1118.4119
3/26/09,5,1.92488,1132.12366,1134.04854
3/26/09,6,2.15218,1285.77701,1287.92919
3/26/09,7,2.68206,1638.23896,1640.92102
3/26/09,8,2.87919,1788.17227,1791.05146
3/26/09,9,2.68472,1584.707,1587.39172
3/26/09,10,2.60008,1546.06661,1548.66669
3/26/09,11,2.59986,1544.96871,1547.56857
3/26/09,12,2.56976,1513.66991,1516.23967
3/26/09,13,2.54966,1505.80632,1508.35598
3/26/09,14,2.56265,1417.76596,1420.32861
3/26/09,15,2.46921,1445.46749,1447.9367
3/26/09,16,2.62361,1516.97984,1519.60345
3/26/09,17,3.07202,1646.10341,1649.17543
3/26/09,18,3.54804,1918.01392,1921.56196
3/26/09,19,3.63794,1990.66819,1994.30613
3/26/09,20,3.88786,2140.19299,2144.08085
3/26/09,21,3.7332,2069.34553,2073.07873
3/26/09,22,3.64906,2012.11518,2015.76424
3/26/09,23,3.17486,1751.91853,1755.09339
3/26/09,24,2.67065,1485.92346,1488.59411
3/27/09,1,2.29949,1239.31979,1241.61928
3/27/09,2,2.08331,1158.69714,1160.78045
3/27/09,3,1.94426,1036.64105,1038.58531
3/27/09,4,1.88034,1022.13032,1024.01066
3/27/09,5,1.92707,1091.0304,1092.95747
3/27/09,6,2.06715,1184.28007,1186.34722
3/27/09,7,2.62102,1520.62574,1523.24676
3/27/09,8,2.80689,1622.91633,1625.72322
3/27/09,9,2.5027,1451.52993,1454.03263
3/27/09,10,2.33146,1304.18925,1306.52071
3/27/09,11,2.17416,1224.49371,1226.66787
3/27/09,12,2.10254,1167.834,1169.93654
3/27/09,13,2.12692,1173.59659,1175.72351
3/27/09,14,2.11748,1152.14718,1154.26466
3/27/09,15,2.0359,1120.28449,1122.32039
3/27/09,16,2.1236,1128.68737,1130.81097
3/27/09,17,2.27543,1211.07042,1213.34585
3/27/09,18,2.53322,1334.72509,1337.25831
3/27/09,19,2.68383,1429.64034,1432.32417
3/27/09,20,2.94688,1598.54783,1601.49471
3/27/09,21,3.00686,1621.82036,1624.82722
3/27/09,22,3.03199,1631.62071,1634.6527
3/27/09,23,2.78183,1479.82641,1482.60824
3/27/09,24,2.43503,1294.7363,1297.17133
3/28/09,1,2.13108,1134.6571,1136.78818
3/28/09,2,1.89037,1004.80269,1006.69306
3/28/09,3,1.84033,974.37431,976.21464
3/28/09,4,1.78154,946.71447,948.49601
3/28/09,5,1.74123,909.59448,911.33571
3/28/09,6,1.76181,947.05952,948.82133
3/28/09,7,1.92185,1040.48857,1042.41042
3/28/09,8,2.25505,1258.77617,1261.03122
3/28/09,9,2.50549,1478.13419,1480.63968
3/28/09,10,2.64338,1614.93706,1617.58044
3/28/09,11,2.77483,1650.86958,1653.64441
3/28/09,12,2.74161,1624.95625,1627.69786
3/28/09,13,2.67964,1543.95322,1546.63286
3/28/09,14,2.6751,1518.96004,1521.63514
3/28/09,15,2.5045,1436.12081,1438.62531
3/28/09,16,2.61473,1428.46439,1431.07912
3/28/09,17,2.70874,1494.94771,1497.65645
3/28/09,18,2.95218,1636.06901,1639.02119
3/28/09,19,3.15297,1684.1034,1687.25637
3/28/09,20,3.44984,1844.65244,1848.10228
3/28/09,21,3.37192,1802.30368,1805.6756
3/28/09,22,3.15642,1708.47341,1711.62983
3/28/09,23,2.98159,1578.21259,1581.19418
3/28/09,24,2.66509,1403.43202,1406.09711
3/29/09,1,2.22961,1229.39363,1231.62324
3/29/09,2,2.0727,1130.66849,1132.74119
3/29/09,3,1.918,1098.60859,1100.52659
3/29/09,4,1.85455,1085.28471,1087.13926
3/29/09,5,1.8315,1048.25046,1050.08196
3/29/09,6,1.91045,1034.82477,1036.73522
3/29/09,7,1.97636,1148.20121,1150.17757
3/29/09,8,2.11349,1228.91168,1231.02517
3/29/09,9,2.50567,1476.83305,1479.33872
3/29/09,10,2.75402,1625.42481,1628.17883
3/29/09,11,2.94985,1729.78035,1732.7302
3/29/09,12,3.02084,1750.62924,1753.65008
3/29/09,13,2.94233,1664.2062,1667.14853
3/29/09,14,2.95335,1628.45848,1631.41183
3/29/09,15,2.84098,1556.68813,1559.52911
3/29/09,16,2.8327,1487.82798,1490.66068
3/29/09,17,2.71052,1428.49447,1431.20499
3/29/09,18,2.91388,1559.34202,1562.2559
3/29/09,19,2.95436,1602.67627,1605.63063
3/29/09,20,3.38254,1790.09045,1793.47299
3/29/09,21,3.54337,1883.83548,1887.37885
3/29/09,22,3.33523,1824.50191,1827.83714
3/29/09,23,2.95124,1598.15435,1601.10559
3/29/09,24,2.44145,1329.23497,1331.67642
3/30/09,1,1.96371,1052.37313,1054.33684
3/30/09,2,1.88954,1010.90757,1012.79711
3/30/09,3,1.74989,952.15778,953.90767
3/30/09,4,1.75075,948.67077,950.42152
3/30/09,5,1.82375,993.63644,995.46019
3/30/09,6,2.09625,1162.60322,1164.69947
3/30/09,7,2.67669,1567.5131,1570.18979
3/30/09,8,2.87403,1693.05148,1695.92551
3/30/09,9,2.66798,1561.45864,1564.12662
3/30/09,10,2.45879,1450.10653,1452.56532
3/30/09,11,2.4739,1410.32901,1412.80291
3/30/09,12,2.43456,1379.2802,1381.71476
3/30/09,13,2.42579,1366.42933,1368.85512
3/30/09,14,2.30379,1281.99544,1284.29923
3/30/09,15,2.28958,1242.83029,1245.11987
3/30/09,16,2.46169,1355.46398,1357.92567
3/30/09,17,2.69735,1467.49263,1470.18998
3/30/09,18,3.029,1634.67649,1637.70549
3/30/09,19,3.13737,1714.63415,1717.77152
3/30/09,20,3.43716,1923.68618,1927.12334
3/30/09,21,3.6416,2011.57149,2015.21309
3/30/09,22,3.51328,1991.76819,1995.28147
3/30/09,23,3.1384,1748.07731,1751.21571
3/30/09,24,2.69,1488.5395,1491.2295
3/31/09,1,2.24598,1304.86599,1307.11197
3/31/09,2,2.09296,1210.43602,1212.52898
3/31/09,3,1.97382,1151.49085,1153.46467
3/31/09,4,2.03754,1190.03882,1192.07636
3/31/09,5,1.98814,1217.00048,1218.98862
3/31/09,6,2.28466,1377.29349,1379.57815
3/31/09,7,2.75964,1713.03238,1715.79202
3/31/09,8,2.94384,1822.66488,1825.60872
3/31/09,9,2.63134,1613.20133,1615.83267
3/31/09,10,2.4715,1476.1282,1478.5997
3/31/09,11,2.38971,1337.52212,1339.91183
3/31/09,12,2.35293,1334.09514,1336.44807
3/31/09,13,2.2497,1247.90267,1250.15237
3/31/09,14,2.13671,1176.45326,1178.58997
3/31/09,15,1.99907,1112.73056,1114.72963
3/31/09,16,2.13974,1160.73426,1162.874
3/31/09,17,2.3982,1297.7294,1300.1276
3/31/09,18,2.66583,1445.1598,1447.82563
3/31/09,19,2.86721,1585.56115,1588.42836
3/31/09,20,3.11754,1718.52804,1721.64558
3/31/09,21,3.35735,1845.13744,1848.49479
3/31/09,22,3.37603,1869.05854,1872.43457
3/31/09,23,2.95809,1642.98062,1645.93871
3/31/09,24,2.46076,1397.42547,1399.88623
4/1/09,1,2.07373,1204.18928,1206.26301
4/1/09,2,1.92464,1112.72995,1114.65459
4/1/09,3,1.80121,1050.46325,1052.26446
4/1/09,4,1.88644,1101.48769,1103.37413
4/1/09,5,1.83295,1076.42228,1078.25523
4/1/09,6,2.01608,1172.98737,1175.00345
4/1/09,7,2.55201,1566.27374,1568.82575
4/1/09,8,2.73014,1702.74299,1705.47313
4/1/09,9,2.60709,1577.99777,1580.60486
4/1/09,10,2.51489,1467.6788,1470.19369
4/1/09,11,2.39269,1384.79092,1387.18361
4/1/09,12,2.31759,1306.25637,1308.57396
4/1/09,13,2.27086,1265.33632,1267.60718
4/1/09,14,2.27173,1250.07954,1252.35127
4/1/09,15,2.18169,1213.73085,1215.91254
4/1/09,16,2.44378,1355.94043,1358.38421
4/1/09,17,2.8829,1561.32491,1564.20781
4/1/09,18,3.33276,1757.08666,1760.41942
4/1/09,19,3.60592,1942.46976,1946.07568
4/1/09,20,3.64003,1992.59278,1996.23281
4/1/09,21,3.50924,1927.26638,1930.77562
4/1/09,22,3.34053,1838.21052,1841.55105
4/1/09,23,2.91758,1608.50945,1611.42703
4/1/09,24,2.44484,1349.85741,1352.30225
4/2/09,1,2.10504,1156.41887,1158.52391
4/2/09,2,1.87639,1000.5553,1002.43169
4/2/09,3,1.80363,972.82491,974.62854
4/2/09,4,1.78375,980.78506,982.56881
4/2/09,5,1.75255,969.54479,971.29734
4/2/09,6,1.93209,1093.24194,1095.17403
4/2/09,7,2.45915,1514.0819,1516.54105
4/2/09,8,2.69594,1618.60735,1621.30329
4/2/09,9,2.55091,1492.46629,1495.0172
4/2/09,10,2.37599,1382.11931,1384.4953
4/2/09,11,2.23228,1276.0878,1278.32008
4/2/09,12,2.26,1243.56987,1245.82987
4/2/09,13,2.07504,1103.55563,1105.63067
4/2/09,14,2.03314,1064.3526,1066.38574
4/2/09,15,1.97828,1064.20382,1066.1821
4/2/09,16,2.07556,1092.07639,1094.15195
4/2/09,17,2.29824,1201.46816,1203.7664
4/2/09,18,2.68608,1416.99996,1419.68604
4/2/09,19,2.8678,1548.87042,1551.73822
4/2/09,20,2.97881,1598.32658,1601.30539
4/2/09,21,3.14955,1715.76992,1718.91947
4/2/09,22,2.99822,1615.80087,1618.79909
4/2/09,23,2.6948,1490.33094,1493.02574
4/2/09,24,2.35285,1267.42424,1269.77709
4/3/09,1,1.9372,1051.13142,1053.06862
4/3/09,2,1.76357,959.09137,960.85494
4/3/09,3,1.64613,871.61918,873.26531
4/3/09,4,1.61358,879.55317,881.16675
4/3/09,5,1.65745,919.27443,920.93188
4/3/09,6,1.81457,1049.07385,1050.88842
4/3/09,7,2.36357,1358.50491,1360.86848
4/3/09,8,2.54244,1484.97656,1487.519
4/3/09,9,2.38365,1406.89323,1409.27688
4/3/09,10,2.25971,1264.8916,1267.15131
4/3/09,11,2.15585,1213.81832,1215.97417
4/3/09,12,2.27957,1273.9128,1276.19237
4/3/09,13,2.26248,1250.77745,1253.03993
4/3/09,14,2.22019,1210.17963,1212.39982
4/3/09,15,2.08575,1095.70271,1097.78846
4/3/09,16,2.20473,1175.13997,1177.3447
4/3/09,17,2.3244,1219.29318,1221.61758
4/3/09,18,2.48149,1356.02859,1358.51008
4/3/09,19,2.55792,1354.02652,1356.58444
4/3/09,20,2.59078,1418.80153,1421.39231
4/3/09,21,2.85147,1530.91279,1533.76426
4/3/09,22,2.80981,1534.66691,1537.47672
4/3/09,23,2.57626,1384.10661,1386.68287
4/3/09,24,2.32351,1251.23618,1253.55969
4/4/09,1,1.96989,1064.27075,1066.24064
4/4/09,2,1.79374,946.10176,947.8955
4/4/09,3,1.69367,904.90272,906.59639
4/4/09,4,1.69343,882.03253,883.72596
4/4/09,5,1.66192,889.61205,891.27397
4/4/09,6,1.63611,888.61556,890.25167
4/4/09,7,1.85673,1019.48157,1021.3383
4/4/09,8,2.20641,1185.25429,1187.4607
4/4/09,9,2.49099,1471.90547,1474.39646
4/4/09,10,2.64105,1603.69766,1606.33871
4/4/09,11,2.69152,1594.84853,1597.54005
4/4/09,12,2.61661,1604.28665,1606.90326
4/4/09,13,2.52902,1462.93978,1465.4688
4/4/09,14,2.52106,1440.71071,1443.23177
4/4/09,15,2.4008,1363.35504,1365.75584
4/4/09,16,2.41626,1312.69191,1315.10817
4/4/09,17,2.49071,1316.48546,1318.97617
4/4/09,18,2.71075,1449.32914,1452.03989
4/4/09,19,2.86462,1520.43607,1523.30069
4/4/09,20,2.98245,1603.07317,1606.05562
4/4/09,21,3.31584,1735.54488,1738.86072
4/4/09,22,3.12967,1710.6971,1713.82677
4/4/09,23,2.82859,1516.83759,1519.66618
4/4/09,24,2.63536,1396.86694,1399.5023
4/5/09,1,2.22014,1232.69905,1234.91919
4/5/09,2,2.01959,1071.38837,1073.40796
4/5/09,3,1.9196,1097.88704,1099.80664
4/5/09,4,1.84014,1087.35268,1089.19282
4/5/09,5,1.85019,1038.92966,1040.77985
4/5/09,6,1.99816,1079.74802,1081.74618
4/5/09,7,2.03826,1182.57421,1184.61247
4/5/09,8,2.16111,1254.23403,1256.39514
4/5/09,9,2.56273,1459.79247,1462.3552
4/5/09,10,2.6234,1545.00628,1547.62968
4/5/09,11,2.70387,1583.3592,1586.06307
4/5/09,12,2.7468,1580.51717,1583.26397
4/5/09,13,2.75983,1527.0323,1529.79213
4/5/09,14,2.67236,1439.76562,1442.43798
4/5/09,15,2.68655,1468.2874,1470.97395
4/5/09,16,2.58021,1373.47068,1376.05089
4/5/09,17,2.61841,1395.8967,1398.51511
4/5/09,18,2.7067,1440.46954,1443.17624
4/5/09,19,2.80663,1473.85424,1476.66087
4/5/09,20,3.03826,1594.43548,1597.47374
4/5/09,21,3.39512,1798.83399,1802.22911
4/5/09,22,3.21658,1692.65737,1695.87395
4/5/09,23,2.91913,1576.23345,1579.15258
4/5/09,24,2.34569,1264.65188,1266.99757
4/6/09,1,1.95379,1058.26672,1060.22051
4/6/09,2,1.80342,962.22909,964.03251
4/6/09,3,1.6899,891.96064,893.65054
4/6/09,4,1.65485,894.88666,896.54151
4/6/09,5,1.66935,883.79154,885.46089
4/6/09,6,1.89317,1029.23336,1031.12653
4/6/09,7,2.26742,1283.61914,1285.88656
4/6/09,8,2.52401,1466.39371,1468.91772
4/6/09,9,2.43353,1406.70772,1409.14125
4/6/09,10,2.36539,1360.74233,1363.10772
4/6/09,11,2.42863,1376.9017,1379.33033
4/6/09,12,2.41644,1353.95171,1356.36815
4/6/09,13,2.36796,1331.67629,1334.04425
4/6/09,14,2.3421,1314.71309,1317.05519
4/6/09,15,2.28206,1238.00533,1240.28739
4/6/09,16,2.43523,1358.28552,1360.72075
4/6/09,17,2.58749,1409.40733,1411.99482
4/6/09,18,2.93268,1609.42055,1612.35323
4/6/09,19,3.18478,1723.14408,1726.32886
4/6/09,20,3.24668,1790.57759,1793.82427
4/6/09,21,3.41762,1863.01876,1866.43638
4/6/09,22,3.38318,1846.19177,1849.57495
4/6/09,23,2.88004,1597.3458,1600.22584
4/6/09,24,2.47343,1338.39649,1340.86992
4/7/09,1,2.03929,1158.0942,1160.13349
4/7/09,2,1.8731,1058.52612,1060.39922
4/7/09,3,1.78409,1027.18494,1028.96903
4/7/09,4,1.82874,1045.06853,1046.89727
4/7/09,5,1.87259,1096.64494,1098.51753
4/7/09,6,2.1064,1266.95387,1269.06027
4/7/09,7,2.51205,1556.66537,1559.17742
4/7/09,8,2.71722,1677.63934,1680.35656
4/7/09,9,2.57731,1574.58842,1577.16573
4/7/09,10,2.44027,1451.86299,1454.30326
4/7/09,11,2.42367,1441.26125,1443.68492
4/7/09,12,2.39339,1410.50151,1412.8949
4/7/09,13,2.38315,1430.91533,1433.29848
4/7/09,14,2.32136,1310.47363,1312.79499
4/7/09,15,2.29613,1295.47838,1297.77451
4/7/09,16,2.43581,1319.06428,1321.50009
4/7/09,17,2.7704,1521.45421,1524.22461
4/7/09,18,3.25425,1757.32167,1760.57592
4/7/09,19,3.42375,1869.36837,1872.79212
4/7/09,20,3.63064,2019.75882,2023.38946
4/7/09,21,3.69866,2065.05187,2068.75053
4/7/09,22,3.67762,2062.99045,2066.66807
4/7/09,23,3.19396,1853.65844,1856.8524
4/7/09,24,2.76481,1557.1645,1559.92931
4/8/09,1,2.26923,1329.4959,1331.76513
4/8/09,2,2.17604,1254.58097,1256.75701
4/8/09,3,1.9975,1189.75502,1191.75252
4/8/09,4,2.09291,1219.16551,1221.25842
4/8/09,5,1.99318,1218.47639,1220.46957
4/8/09,6,2.27002,1366.59594,1368.86596
4/8/09,7,2.61592,1622.40202,1625.01794
4/8/09,8,2.82321,1744.79037,1747.61358
4/8/09,9,2.65683,1624.75328,1627.41011
4/8/09,10,2.48959,1482.53095,1485.02054
4/8/09,11,2.4883,1387.26184,1389.75014
4/8/09,12,2.48274,1467.02803,1469.51077
4/8/09,13,2.42649,1458.26625,1460.69274
4/8/09,14,2.35563,1331.47257,1333.8282
4/8/09,15,2.26837,1246.21077,1248.47914
4/8/09,16,2.35832,1304.24405,1306.60237
4/8/09,17,2.63284,1408.51976,1411.1526
4/8/09,18,3.06882,1611.76997,1614.83879
4/8/09,19,3.15351,1715.32894,1718.48245
4/8/09,20,3.22809,1771.70167,1774.92976
4/8/09,21,3.36796,1852.0289,1855.39686
4/8/09,22,3.36569,1844.92972,1848.29541
4/8/09,23,3.09112,1704.90296,1707.99408
4/8/09,24,2.62539,1460.3036,1462.92899
4/9/09,1,2.22101,1263.85708,1266.07809
4/9/09,2,2.08755,1164.43968,1166.52723
4/9/09,3,1.9547,1138.6285,1140.5832
4/9/09,4,2.00045,1161.89602,1163.89647
4/9/09,5,2.01151,1180.77685,1182.78836
4/9/09,6,2.16686,1260.40381,1262.57067
4/9/09,7,2.55492,1587.1833,1589.73822
4/9/09,8,2.66832,1651.23769,1653.90601
4/9/09,9,2.45905,1453.98772,1456.44677
4/9/09,10,2.3744,1376.23568,1378.61008
4/9/09,11,2.30205,1297.64137,1299.94342
4/9/09,12,2.32047,1275.21666,1277.53713
4/9/09,13,2.26529,1238.63139,1240.89668
4/9/09,14,2.1393,1152.87403,1155.01333
4/9/09,15,2.13827,1134.1761,1136.31437
4/9/09,16,2.11319,1168.69933,1170.81252
4/9/09,17,2.34012,1231.91221,1234.25233
4/9/09,18,2.55953,1347.5145,1350.07403
4/9/09,19,2.75035,1514.90452,1517.65487
4/9/09,20,2.86788,1556.0934,1558.96128
4/9/09,21,3.11059,1711.44687,1714.55746
4/9/09,22,3.08928,1676.91361,1680.00289
4/9/09,23,2.78526,1530.73683,1533.52209
4/9/09,24,2.40359,1322.76409,1325.16768
4/10/09,1,2.13791,1153.58663,1155.72454
4/10/09,2,1.9417,1081.67764,1083.61934
4/10/09,3,1.85243,1039.14061,1040.99304
4/10/09,4,1.81755,1004.98905,1006.8066
4/10/09,5,1.8365,982.94237,984.77887
4/10/09,6,1.91976,1049.25369,1051.17345
4/10/09,7,2.21701,1288.30234,1290.51935
4/10/09,8,2.36478,1340.19655,1342.56133
4/10/09,9,2.35106,1343.42904,1345.7801
4/10/09,10,2.30496,1291.03223,1293.33719
4/10/09,11,2.23798,1294.47697,1296.71495
4/10/09,12,2.2095,1234.67987,1236.88937
4/10/09,13,2.1518,1192.97067,1195.12247
4/10/09,14,2.16049,1116.6385,1118.79899
4/10/09,15,2.01089,1073.45237,1075.46326
4/10/09,16,2.05396,1099.6895,1101.74346
4/10/09,17,2.22317,1164.14435,1166.36752
4/10/09,18,2.38697,1303.08786,1305.47483
4/10/09,19,2.39372,1341.56541,1343.95913
4/10/09,20,2.58668,1416.26308,1418.84976
4/10/09,21,2.86676,1504.46548,1507.33224
4/10/09,22,2.82065,1505.13796,1507.95861
4/10/09,23,2.68583,1428.77375,1431.45958
4/10/09,24,2.3809,1265.49865,1267.87955
4/11/09,1,2.0542,1093.91268,1095.96688
4/11/09,2,1.82825,972.58434,974.41259
4/11/09,3,1.77874,942.52288,944.30162
4/11/09,4,1.71491,892.54642,894.26133
4/11/09,5,1.6991,888.02026,889.71936
4/11/09,6,1.70403,918.09713,919.80116
4/11/09,7,1.89297,1026.24104,1028.13401
4/11/09,8,2.20906,1234.07564,1236.2847
4/11/09,9,2.4937,1473.45623,1475.94993
4/11/09,10,2.65378,1626.25654,1628.91032
4/11/09,11,2.84165,1695.01989,1697.86154
4/11/09,12,2.93426,1712.45251,1715.38677
4/11/09,13,2.9209,1663.0629,1665.9838
4/11/09,14,2.90007,1675.24027,1678.14034
4/11/09,15,2.76594,1610.14167,1612.90761
4/11/09,16,2.87144,1611.79615,1614.66759
4/11/09,17,2.99608,1667.38983,1670.38591
4/11/09,18,2.91109,1605.02723,1607.93832
4/11/09,19,3.05,1659.05078,1662.10078
4/11/09,20,3.30225,1765.0918,1768.39405
4/11/09,21,3.49,1823.69984,1827.18984
4/11/09,22,3.32489,1799.28988,1802.61477
4/11/09,23,3.15501,1670.0675,1673.22251
4/11/09,24,2.85613,1581.47255,1584.32868
4/12/09,1,2.4506,1358.21684,1360.66744
4/12/09,2,2.30886,1290.82371,1293.13257
4/12/09,3,2.15595,1253.92098,1256.07693
4/12/09,4,2.1325,1227.17437,1229.30687
4/12/09,5,2.09776,1186.099,1188.19676
4/12/09,6,2.10767,1241.42986,1243.53753
4/12/09,7,2.27821,1357.87761,1360.15582
4/12/09,8,2.44806,1417.83285,1420.28091
4/12/09,9,2.7778,1672.69333,1675.47113
4/12/09,10,2.89707,1684.53224,1687.42931
4/12/09,11,2.98872,1761.63531,1764.62403
4/12/09,12,3.04623,1733.85521,1736.90144
4/12/09,13,3.07709,1760.78606,1763.86315
4/12/09,14,2.96083,1658.95707,1661.9179
4/12/09,15,2.82283,1558.8908,1561.71363
4/12/09,16,2.79831,1557.04981,1559.84812
4/12/09,17,2.80902,1528.5514,1531.36042
4/12/09,18,2.89204,1556.67391,1559.56595
4/12/09,19,3.05384,1628.90667,1631.96051
4/12/09,20,3.27935,1773.65655,1776.9359
4/12/09,21,3.69405,2033.26035,2036.9544
4/12/09,22,3.47748,1933.46098,1936.93846
4/12/09,23,3.21453,1750.54579,1753.76032
4/12/09,24,2.72409,1532.45127,1535.17536
4/13/09,1,2.3958,1355.83257,1358.22837
4/13/09,2,2.23802,1234.37077,1236.60879
4/13/09,3,2.16219,1256.58865,1258.75084
4/13/09,4,2.1648,1261.17153,1263.33633
4/13/09,5,2.18033,1265.29023,1267.47056
4/13/09,6,2.48793,1432.1883,1434.67623
4/13/09,7,2.91372,1709.1456,1712.05932
4/13/09,8,3.0863,1849.4225,1852.5088
4/13/09,9,2.77258,1651.90235,1654.67493
4/13/09,10,2.57723,1528.91878,1531.49601
4/13/09,11,2.54423,1464.25927,1466.8035
4/13/09,12,2.45883,1390.28537,1392.7442
4/13/09,13,2.45272,1377.14537,1379.59809
4/13/09,14,2.309,1280.79553,1283.10453
4/13/09,15,2.2716,1293.48699,1295.75859
4/13/09,16,2.37128,1321.5641,1323.93538
4/13/09,17,2.55263,1389.07094,1391.62357
4/13/09,18,2.8848,1635.54757,1638.43237
4/13/09,19,3.01592,1716.65612,1719.67204
4/13/09,20,3.26765,1852.182,1855.44965
4/13/09,21,3.53455,1977.89821,1981.43276
4/13/09,22,3.3788,1886.63135,1890.01015
4/13/09,23,2.94273,1639.69132,1642.63405
4/13/09,24,2.48571,1424.00022,1426.48593
4/14/09,1,2.08182,1184.48197,1186.56379
4/14/09,2,1.94128,1083.19194,1085.13322
4/14/09,3,1.8138,1056.38622,1058.20002
4/14/09,4,1.84538,1071.66081,1073.50619
4/14/09,5,1.82531,1071.42675,1073.25206
4/14/09,6,1.98311,1191.59511,1193.57822
4/14/09,7,2.47444,1507.96455,1510.43899
4/14/09,8,2.75978,1674.74937,1677.50915
4/14/09,9,2.61495,1579.50448,1582.11943
4/14/09,10,2.54074,1479.17767,1481.71841
4/14/09,11,2.49985,1394.43438,1396.93423
4/14/09,12,2.47023,1395.75944,1398.22967
4/14/09,13,2.45874,1384.6061,1387.06484
4/14/09,14,2.4151,1365.88005,1368.29515
4/14/09,15,2.4037,1358.92233,1361.32603
4/14/09,16,2.57347,1396.91394,1399.48741
4/14/09,17,2.96308,1589.08424,1592.04732
4/14/09,18,3.35337,1819.83911,1823.19248
4/14/09,19,3.64112,1992.0019,1995.64302
4/14/09,20,3.75984,2095.41008,2099.16992
4/14/09,21,3.71688,2058.6192,2062.33608
4/14/09,22,3.58284,1972.18692,1975.76976
4/14/09,23,3.1292,1730.99031,1734.11951
4/14/09,24,2.5934,1443.08812,1445.68152
4/15/09,1,2.16845,1232.25465,1234.4231
4/15/09,2,1.98491,1122.92148,1124.90639
4/15/09,3,1.86069,1071.99353,1073.85422
4/15/09,4,1.86286,1087.08962,1088.95248
4/15/09,5,1.8537,1080.92961,1082.78331
4/15/09,6,2.04224,1228.02949,1230.07173
4/15/09,7,2.52776,1556.14623,1558.67399
4/15/09,8,2.88362,1728.36783,1731.25145
4/15/09,9,2.67524,1613.18488,1615.86012
4/15/09,10,2.59907,1511.1322,1513.73127
